,number_of_reviews,price,label
16435,7,70,1
16436,20,40,1
16437,1,25,1
16438,0,30,1
16439,3,28,1
16440,1,59,1
16441,0,130,1
16442,0,135,1
16443,4,60,1
16444,2,15,1
16445,3,45,1
16446,4,39,1
16447,9,30,1
16448,37,37,1
16449,2,48,1
16450,4,89,1
16451,1,80,1
16452,1,12,1
16453,3,32,1
16454,9,85,1
16455,4,120,1
16456,15,85,1
16457,6,20,1
16458,16,69,1
16459,4,60,1
16460,0,40,1
16461,0,51,1
16462,6,28,1
16463,9,65,1
16464,2,40,1
16465,2,60,1
16466,1,39,1
16467,4,60,1
16468,0,75,1
16469,0,80,1
16470,9,120,1
16471,3,148,1
16472,4,75,1
16473,2,20,1
16474,1,80,1
16475,7,58,1
16476,0,22,1
16477,7,60,1
16478,0,150,1
16479,8,32,1
16480,4,40,1
16481,16,70,1
16482,4,120,1
16483,0,30,1
16484,11,60,1
16485,1,40,1
16486,17,59,1
16487,1,60,1
16488,3,21,1
16489,5,39,1
16490,0,15,1
16491,0,94,1
16492,3,170,1
16493,4,65,1
16494,3,100,1
16495,0,35,1
16496,0,46,1
16497,41,50,1
16498,10,20,1
16499,1,35,1
16500,1,45,1
16501,3,47,1
16502,10,90,1
16503,4,45,1
16504,4,99,1
16505,2,80,1
16506,6,28,1
16507,49,111,1
16508,7,85,1
16509,47,300,1
16510,2,38,1
16511,3,30,1
16512,1,25,1
16513,5,50,1
16514,7,50,1
16515,3,16,1
16516,4,30,1
16517,0,63,1
16518,0,120,1
16519,4,45,1
16520,1,20,1
16521,0,30,1
16522,2,40,1
16523,5,29,1
16524,1,70,1
16525,1,85,1
16526,45,69,1
16527,10,50,1
16528,1,85,1
16529,0,45,1
16530,8,69,1
16531,8,300,1
16532,1,35,1
16533,40,40,1
16534,4,100,1
16535,0,50,1
16536,1,30,1
16537,6,49,1
16538,7,35,1
16539,0,33,1
16540,0,52,1
16541,3,30,1
16542,11,39,1
16543,3,60,1
16544,0,35,1
16545,0,42,1
16546,1,45,1
16547,9,120,1
16548,2,53,1
16549,26,11,1
16550,8,120,1
16551,0,100,1
16552,21,35,1
16553,4,35,1
16554,0,25,1
16555,1,55,1
16556,2,29,1
16557,0,22,1
16558,2,25,1
16559,2,20,1
16560,10,90,1
16561,8,40,1
16562,0,69,1
16563,3,350,1
16564,1,45,1
16565,1,35,1
16566,0,80,1
16567,1,80,1
16568,15,65,1
16569,0,15,1
16570,5,40,1
16571,1,90,1
16572,1,35,1
16573,0,80,1
16574,1,45,1
16575,1,45,1
16576,0,80,1
16577,3,35,1
16578,8,30,1
16579,0,29,1
16580,0,70,1
16581,1,70,1
16582,0,50,1
16583,37,130,1
16584,6,33,1
16585,0,55,1
16586,7,25,1
16587,0,80,1
16588,0,49,1
16589,1,15,1
16590,7,22,1
16591,12,44,1
16592,1,60,1
16593,7,45,1
16594,0,50,1
16595,1,32,1
16596,0,20,1
16597,1,35,1
16598,8,45,1
16599,0,110,1
16600,1,25,1
16601,5,70,1
16602,2,54,1
16603,14,65,1
16604,0,30,1
16605,52,85,1
16606,4,30,1
16607,0,40,1
16608,8,40,1
16609,12,40,1
16610,2,60,1
16611,0,30,1
16612,0,120,1
16613,0,60,1
16614,0,120,1
16615,2,100,1
16616,0,28,1
16617,0,110,1
16618,5,20,1
16619,5,46,1
16620,14,55,1
16621,1,65,1
16622,0,70,1
16623,3,22,1
16624,7,90,1
16625,3,25,1
16626,1,150,1
16627,12,63,1
16628,0,70,1
16629,22,70,1
16630,26,25,1
16631,5,70,1
16632,5,60,1
16633,0,31,1
16634,1,35,1
16635,0,60,1
16636,5,20,1
16637,0,25,1
16638,0,99,1
16639,0,40,1
16640,1,85,1
16641,1,52,1
16642,1,250,1
16643,20,34,1
16644,1,35,1
16645,5,35,1
16646,0,14,1
16647,0,30,1
16648,8,30,1
16649,13,45,1
16650,0,32,1
16651,10,30,1
16652,4,50,1
16653,26,24,1
16654,15,80,1
16655,5,80,1
16656,0,35,1
16657,6,36,1
16658,1,59,1
16659,1,30,1
16660,5,55,1
16661,46,29,1
16662,2,50,1
16663,9,50,1
16664,3,45,1
16665,0,41,1
16666,0,45,1
16667,2,27,1
16668,0,25,1
16669,34,40,1
16670,0,50,1
16671,0,25,1
16672,2,19,1
16673,0,80,1
16674,19,45,1
16675,5,50,1
16676,0,100,1
16677,2,55,1
16678,0,69,1
16679,12,40,1
16680,15,70,1
16681,4,75,1
16682,0,55,1
16683,4,85,1
16684,0,200,1
16685,0,85,1
16686,1,30,1
16687,6,25,1
16688,1,36,1
16689,0,101,1
16690,4,40,1
16691,1,28,1
16692,36,75,1
16693,4,29,1
16694,40,89,1
16695,0,55,1
16696,2,58,1
16697,1,22,1
16698,3,33,1
16699,13,20,1
16700,63,50,1
16701,28,40,1
16702,38,45,1
16703,0,50,1
16704,0,23,1
16705,4,50,1
16706,0,35,1
16707,6,90,1
16708,11,49,1
16709,13,40,1
16710,0,23,1
16711,13,38,1
16712,42,75,1
16713,10,48,1
16714,3,169,1
16715,2,85,1
16716,2,40,1
16717,1,30,1
16718,2,60,1
16719,11,50,1
16720,11,28,1
16721,1,23,1
16722,11,35,1
16723,41,125,1
16724,0,60,1
16725,7,18,1
16726,18,40,1
16727,0,22,1
16728,20,55,1
16729,1,25,1
16730,49,35,1
16731,0,40,1
16732,22,44,1
16733,6,29,1
16734,1,30,1
16735,47,149,1
16736,33,288,1
16737,1,55,1
16738,9,101,1
16739,1,39,1
16740,20,75,1
16741,14,29,1
16742,0,55,1
16743,11,80,1
16744,0,60,1
16745,1,40,1
16746,0,43,1
16747,5,84,1
16748,9,120,1
16749,4,50,1
16750,1,60,1
16751,1,35,1
16752,0,45,1
16753,15,59,1
16754,8,35,1
16755,9,55,1
16756,27,48,1
16757,15,40,1
16758,40,45,1
16759,1,19,1
16760,1,29,1
16761,6,26,1
16762,7,41,1
16763,15,49,1
16764,0,35,1
16765,14,23,1
16766,1,25,1
16767,2,55,1
16768,37,50,1
16769,35,29,1
16770,82,35,1
16771,3,25,1
16772,1,95,1
16773,0,40,1
16774,12,25,1
16775,0,49,1
16776,1,45,1
16777,0,50,1
16778,0,150,1
16779,102,39,1
16780,1,60,1
16781,0,40,1
16782,3,30,1
16783,12,28,1
16784,0,29,1
16785,2,50,1
16786,0,49,1
16787,4,20,1
16788,6,39,1
16789,2,65,1
16790,19,70,1
16791,6,65,1
16792,6,170,1
16793,6,52,1
16794,57,69,1
16795,4,15,1
16796,3,40,1
16797,0,28,1
16798,1,35,1
16799,3,35,1
16800,33,49,1
16801,20,38,1
16802,1,80,1
16803,1,69,1
16804,31,50,1
16805,3,22,1
16806,2,80,1
16807,1,50,1
16808,1,21,1
16809,5,45,1
16810,0,30,1
16811,0,45,1
16812,1,35,1
16813,2,89,1
16814,1,60,1
16815,23,75,1
16816,0,80,1
16817,7,25,1
16818,65,66,1
16819,16,240,1
16820,0,87,1
16821,9,75,1
16822,71,66,1
16823,0,65,1
16824,21,65,1
16825,5,25,1
16826,56,52,1
16827,0,50,1
16828,14,80,1
16829,31,30,1
16830,19,115,1
16831,2,50,1
16832,3,10,1
16833,0,18,1
16834,0,250,1
16835,27,37,1
16836,2,120,1
16837,20,45,1
16838,8,22,1
16839,5,98,1
16840,0,140,1
16841,2,52,1
16842,0,75,1
16843,0,75,1
16844,0,35,1
16845,10,90,1
16846,22,27,1
16847,1,35,1
16848,85,89,1
16849,15,49,1
16850,2,60,1
16851,7,39,1
16852,5,75,1
16853,1,49,1
16854,0,20,1
16855,1,72,1
16856,23,180,1
16857,34,75,1
16858,27,40,1
16859,14,21,1
16860,32,80,1
16861,6,73,1
16862,6,50,1
16863,5,45,1
16864,3,40,1
16865,60,75,1
16866,14,30,1
16867,33,89,1
16868,0,45,1
16869,1,40,1
16870,3,32,1
16871,23,25,1
16872,1,35,1
16873,3,20,1
16874,1,38,1
16875,0,50,1
16876,0,79,1
16877,0,45,1
16878,15,30,1
16879,2,20,1
16880,68,27,1
16881,0,30,1
16882,0,65,1
16883,27,29,1
16884,0,30,1
16885,0,35,1
16886,0,70,1
16887,0,89,1
16888,0,20,1
16889,25,100,1
16890,0,23,1
16891,21,110,1
16892,9,120,1
16893,12,29,1
16894,1,40,1
16895,2,18,1
16896,1,25,1
16897,5,49,1
16898,1,40,1
16899,19,69,1
16900,18,40,1
16901,38,39,1
16902,0,57,1
16903,46,69,1
16904,1,26,1
16905,0,85,1
16906,0,26,1
16907,0,155,1
16908,37,25,1
16909,4,86,1
16910,6,150,1
16911,17,65,1
16912,16,34,1
16913,3,30,1
16914,4,17,1
16915,0,5000,0
16916,59,29,1
16917,1,80,1
16918,0,28,1
16919,11,35,1
16920,5,31,1
16921,0,20,1
16922,12,35,1
16923,25,49,1
16924,0,20,1
16925,2,24,1
16926,28,129,1
16927,5,95,1
16928,4,26,1
16929,0,30,1
16930,1,18,1
16931,0,22,1
16932,2,149,1
16933,7,10,1
16934,14,30,1
16935,28,65,1
16936,5,43,1
16937,5,17,1
16938,22,25,1
16939,38,39,1
16940,0,35,1
16941,2,35,1
16942,2,17,1
16943,12,28,1
16944,3,30,1
16945,4,40,1
16946,25,70,1
16947,46,32,1
16948,1,19,1
16949,13,149,1
16950,2,29,1
16951,24,41,1
16952,4,95,1
16953,0,18,1
16954,17,60,1
16955,0,67,1
16956,2,26,1
16957,26,17,1
16958,2,23,1
16959,0,45,1
16960,4,49,1
16961,6,40,1
16962,23,20,1
16963,3,35,1
16964,2,39,1
16965,7,55,1
16966,64,21,1
16967,2,24,1
16968,1,25,1
16969,5,100,1
16970,2,25,1
16971,3,30,1
16972,0,44,1
16973,12,30,1
16974,2,45,1
16975,5,25,1
16976,3,39,1
16977,1,30,1
16978,5,30,1
16979,14,54,1
16980,56,49,1
16981,1,68,1
16982,1,120,1
16983,7,999,1
16984,27,26,1
16985,74,35,1
16986,0,20,1
16987,0,35,1
16988,2,15,1
16989,11,120,1
16990,22,50,1
16991,1,80,1
16992,34,99,1
16993,35,79,1
16994,32,90,1
16995,20,500,1
16996,16,145,1
16997,10,150,1
16998,1,20,1
16999,11,23,1
17000,13,36,1
17001,17,18,1
17002,0,25,1
17003,16,51,1
17004,8,55,1
17005,4,45,1
17006,0,100,1
17007,2,41,1
17008,0,20,1
17009,9,69,1
17010,1,119,1
17011,31,32,1
17012,2,20,1
17013,33,350,1
17014,2,133,1
17015,46,17,1
17016,13,15,1
17017,48,43,1
17018,31,69,1
17019,9,50,1
17020,18,42,1
17021,5,45,1
17022,7,25,1
17023,0,160,1
17024,86,27,1
17025,0,100,1
17026,18,75,1
17027,0,29,1
17028,2,20,1
17029,1,112,1
17030,0,19,1
17031,4,25,1
17032,29,88,1
17033,6,9,1
17034,1,30,1
17035,7,45,1
17036,6,26,1
17037,2,20,1
17038,7,50,1
17039,62,20,1
17040,0,20,1
17041,0,500,1
17042,5,40,1
17043,8,60,1
17044,9,45,1
17045,0,60,1
17046,47,25,1
17047,2,46,1
17048,18,125,1
17049,42,100,1
17050,71,24,1
17051,35,249,1
17052,1,50,1
17053,23,65,1
17054,87,1,1
17055,14,91,1
17056,7,35,1
17057,0,20,1
17058,3,59,1
17059,0,32,1
17060,1,27,1
17061,0,30,1
17062,14,129,1
17063,2,40,1
17064,1,30,1
17065,9,50,1
17066,1,45,1
17067,37,69,1
17068,3,23,1
17069,13,38,1
17070,1,87,1
17071,5,220,1
17072,17,35,1
17073,2,35,1
17074,8,45,1
17075,14,80,1
17076,1,20,1
17077,2,35,1
17078,1,20,1
17079,3,30,1
17080,19,85,1
17081,19,29,1
17082,17,50,1
17083,1,35,1
17084,5,90,1
17085,20,25,1
17086,0,48,1
17087,8,70,1
17088,22,100,1
17089,1,30,1
17090,1,250,1
17091,1,43,1
17092,5,50,1
17093,29,35,1
17094,7,22,1
17095,1,40,1
17096,0,20,1
17097,0,37,1
17098,36,75,1
17099,6,30,1
17100,8,39,1
17101,5,240,1
17102,10,60,1
17103,0,35,1
17104,1,21,1
17105,32,27,1
17106,1,35,1
17107,1,29,1
17108,2,30,1
17109,14,30,1
17110,3,44,1
17111,5,40,1
17112,25,40,1
17113,31,30,1
17114,9,50,1
17115,1,17,1
17116,1,45,1
17117,1,21,1
17118,3,27,1
17119,3,20,1
17120,0,50,1
17121,4,35,1
17122,27,35,1
17123,16,98,1
17124,1,27,1
17125,36,149,1
17126,1,30,1
17127,8,32,1
17128,0,69,1
17129,3,80,1
17130,5,100,1
17131,0,65,1
17132,2,49,1
17133,3,35,1
17134,2,59,1
17135,8,16,1
17136,1,35,1
17137,5,26,1
17138,2,21,1
17139,7,45,1
17140,6,60,1
17141,53,50,1
17142,3,94,1
17143,37,85,1
17144,10,39,1
17145,12,35,1
17146,0,46,1
17147,27,90,1
17148,2,45,1
17149,0,75,1
17150,0,50,1
17151,11,30,1
17152,5,23,1
17153,3,30,1
17154,12,20,1
17155,2,30,1
17156,1,28,1
17157,28,40,1
17158,0,40,1
17159,10,69,1
17160,4,26,1
17161,1,50,1
17162,1,41,1
17163,19,45,1
17164,5,36,1
17165,10,110,1
17166,3,110,1
17167,0,35,1
17168,2,22,1
17169,8,35,1
17170,2,35,1
17171,10,95,1
17172,1,65,1
17173,9,95,1
17174,8,48,1
17175,0,15,1
17176,0,13,1
17177,0,40,1
17178,3,100,1
17179,14,34,1
17180,1,16,1
17181,27,36,1
17182,20,35,1
17183,3,40,1
17184,5,22,1
17185,15,49,1
17186,36,30,1
17187,7,20,1
17188,7,20,1
17189,19,27,1
17190,10,50,1
17191,10,59,1
17192,0,59,1
17193,25,25,1
17194,3,120,1
17195,3,50,1
17196,0,34,1
17197,31,14,1
17198,8,65,1
17199,4,51,1
17200,0,30,1
17201,3,52,1
17202,3,37,1
17203,12,30,1
17204,11,20,1
17205,14,35,1
17206,6,35,1
17207,0,56,1
17208,1,20,1
17209,16,49,1
17210,0,70,1
17211,8,45,1
17212,3,15,1
17213,0,13,1
17214,4,18,1
17215,19,35,1
17216,12,35,1
17217,3,125,1
17218,17,35,1
17219,14,30,1
17220,2,60,1
17221,33,40,1
17222,0,32,1
17223,0,80,1
17224,14,16,1
17225,0,25,1
17226,6,35,1
17227,29,19,1
17228,11,95,1
17229,0,55,1
17230,7,35,1
17231,2,46,1
17232,7,60,1
17233,1,34,1
17234,1,29,1
17235,6,55,1
17236,7,129,1
17237,3,55,1
17238,20,40,1
17239,4,25,1
17240,40,90,1
17241,41,45,1
17242,0,15,1
17243,3,18,1
17244,1,45,1
17245,12,75,1
17246,2,19,1
17247,0,55,1
17248,0,80,1
17249,50,30,1
17250,6,2500,1
17251,2,70,1
17252,3,30,1
17253,0,55,1
17254,3,120,1
17255,11,40,1
17256,9,60,1
17257,12,25,1
17258,24,60,1
17259,5,55,1
17260,4,130,1
17261,2,20,1
17262,62,70,1
17263,22,65,1
17264,1,60,1
17265,1,55,1
17266,2,20,1
17267,0,45,1
17268,0,25,1
17269,5,19,1
17270,16,69,1
17271,25,100,1
17272,1,18,1
17273,19,35,1
17274,10,56,1
17275,0,129,1
17276,36,40,1
17277,1,69,1
17278,26,39,1
17279,6,40,1
17280,1,40,1
17281,0,30,1
17282,6,89,1
17283,0,55,1
17284,7,28,1
17285,1,22,1
17286,2,39,1
17287,1,80,1
17288,1,15,1
17289,9,150,1
17290,12,120,1
17291,5,29,1
17292,1,40,1
17293,9,85,1
17294,0,35,1
17295,3,22,1
17296,2,35,1
17297,3,120,1
17298,0,20,1
17299,3,18,1
17300,3,60,1
17301,0,15,1
17302,11,90,1
17303,4,40,1
17304,6,17,1
17305,34,100,1
17306,0,25,1
17307,0,135,1
17308,1,41,1
17309,0,70,1
17310,9,40,1
17311,3,100,1
17312,1,63,1
17313,7,22,1
17314,21,40,1
17315,2,19,1
17316,1,18,1
17317,18,35,1
17318,5,20,1
17319,21,29,1
17320,16,59,1
17321,4,28,1
17322,2,37,1
17323,0,40,1
17324,14,59,1
17325,2,27,1
17326,1,79,1
17327,0,40,1
17328,62,49,1
17329,27,25,1
17330,1,40,1
17331,6,70,1
17332,48,65,1
17333,2,25,1
17334,14,15,1
17335,14,35,1
17336,0,17,1
17337,39,150,1
17338,16,30,1
17339,6,120,1
17340,1,42,1
17341,5,20,1
17342,1,30,1
17343,0,50,1
17344,1,70,1
17345,3,30,1
17346,40,80,1
17347,0,25,1
17348,1,27,1
17349,40,39,1
17350,12,40,1
17351,2,100,1
17352,65,25,1
17353,0,30,1
17354,0,94,1
17355,1,15,1
17356,19,120,1
17357,7,40,1
17358,70,45,1
17359,4,36,1
17360,5,89,1
17361,20,35,1
17362,3,48,1
17363,3,35,1
17364,3,50,1
17365,0,69,1
17366,12,24,1
17367,1,27,1
17368,1,40,1
17369,10,29,1
17370,0,35,1
17371,7,29,1
17372,12,20,1
17373,9,120,1
17374,7,100,1
17375,7,18,1
17376,8,35,1
17377,4,20,1
17378,0,40,1
17379,6,38,1
17380,21,35,1
17381,1,25,1
17382,19,25,1
17383,24,75,1
17384,2,18,1
17385,2,26,1
17386,3,30,1
17387,34,60,1
17388,0,80,1
17389,15,59,1
17390,15,20,1
17391,2,35,1
17392,55,50,1
17393,10,25,1
17394,21,23,1
17395,5,22,1
17396,2,70,1
17397,13,70,1
17398,0,30,1
17399,34,12,1
17400,1,75,1
17401,0,20,1
17402,0,67,1
17403,10,59,1
17404,2,65,1
17405,6,30,1
17406,1,80,1
17407,6,25,1
17408,5,50,1
17409,78,119,1
17410,1,18,1
17411,16,70,1
17412,7,80,1
17413,3,25,1
17414,18,27,1
17415,1,50,1
17416,4,40,1
17417,0,30,1
17418,0,20,1
17419,4,30,1
17420,2,39,1
17421,9,60,1
17422,2,70,1
17423,16,183,1
17424,9,65,1
17425,4,32,1
17426,2,30,1
17427,3,15,1
17428,42,33,1
17429,2,98,1
17430,3,40,1
17431,1,50,1
17432,2,45,1
17433,1,23,1
17434,1,47,1
17435,21,89,1
17436,7,19,1
17437,1,21,1
17438,0,55,1
17439,17,26,1
17440,1,29,1
17441,30,38,1
17442,15,130,1
17443,1,50,1
17444,0,25,1
17445,4,150,1
17446,35,30,1
17447,0,42,1
17448,1,15,1
17449,0,50,1
17450,1,60,1
17451,1,50,1
17452,14,39,1
17453,0,20,1
17454,47,82,1
17455,77,15,1
17456,23,19,1
17457,32,49,1
17458,3,29,1
17459,1,405,1
17460,0,39,1
17461,2,160,1
17462,5,95,1
17463,6,79,1
17464,3,234,1
17465,3,59,1
17466,2,25,1
17467,1,25,1
17468,2,25,1
17469,5,43,1
17470,1,90,1
17471,0,19,1
17472,2,49,1
17473,15,20,1
17474,0,15,1
17475,4,17,1
17476,6,30,1
17477,0,115,1
17478,7,40,1
17479,0,25,1
17480,20,69,1
17481,3,30,1
17482,12,30,1
17483,22,47,1
17484,1,120,1
17485,2,120,1
17486,4,39,1
17487,4,65,1
17488,0,31,1
17489,8,75,1
17490,2,70,1
17491,32,25,1
17492,7,70,1
17493,3,25,1
17494,13,70,1
17495,9,34,1
17496,1,45,1
17497,0,35,1
17498,1,20,1
17499,4,30,1
17500,3,40,1
17501,5,40,1
17502,0,30,1
17503,3,33,1
17504,11,100,1
17505,9,25,1
17506,0,75,1
17507,1,120,1
17508,5,38,1
17509,7,32,1
17510,9,50,1
17511,5,70,1
17512,0,35,1
17513,1,38,1
17514,15,59,1
17515,8,55,1
17516,26,69,1
17517,1,56,1
17518,0,100,1
17519,6,22,1
17520,3,10,1
17521,2,60,1
17522,18,160,1
17523,17,68,1
17524,3,25,1
17525,0,29,1
17526,2,32,1
17527,0,17,1
17528,1,39,1
17529,2,30,1
17530,2,50,1
17531,22,249,1
17532,5,25,1
17533,0,27,1
17534,8,65,1
17535,2,30,1
17536,7,17,1
17537,49,30,1
17538,21,69,1
17539,0,18,1
17540,10,28,1
17541,5,58,1
17542,3,90,1
17543,17,25,1
17544,5,30,1
17545,1,50,1
17546,46,69,1
17547,13,33,1
17548,1,20,1
17549,0,40,1
17550,8,65,1
17551,40,64,1
17552,2,19,1
17553,1,14,1
17554,7,75,1
17555,1,25,1
17556,28,24,1
17557,3,20,1
17558,1,20,1
17559,2,30,1
17560,11,20,1
17561,2,40,1
17562,9,35,1
17563,0,45,1
17564,10,55,1
17565,0,45,1
17566,8,29,1
17567,8,59,1
17568,13,48,1
17569,23,24,1
17570,0,28,1
17571,28,69,1
17572,37,200,1
17573,41,28,1
17574,14,40,1
17575,3,20,1
17576,10,35,1
17577,4,20,1
17578,24,88,1
17579,1,26,1
17580,1,29,1
17581,8,19,1
17582,8,505,1
17583,6,30,1
17584,0,25,1
17585,0,19,1
17586,18,55,1
17587,0,45,1
17588,2,49,1
17589,7,48,1
17590,2,30,1
17591,8,18,1
17592,0,75,1
17593,21,36,1
17594,1,20,1
17595,20,55,1
17596,2,60,1
17597,5,120,1
17598,0,20,1
17599,0,105,1
17600,5,268,1
17601,0,35,1
17602,5,38,1
17603,4,18,1
17604,0,14,1
17605,23,29,1
17606,6,29,1
17607,14,58,1
17608,7,50,1
17609,9,40,1
17610,0,45,1
17611,6,70,1
17612,0,60,1
17613,6,80,1
17614,4,49,1
17615,19,30,1
17616,9,69,1
17617,3,125,1
17618,29,90,1
17619,6,80,1
17620,19,18,1
17621,10,45,1
17622,38,25,1
17623,1,23,1
17624,1,150,1
17625,1,14,1
17626,4,55,1
17627,5,16,1
17628,23,45,1
17629,0,40,1
17630,7,64,1
17631,14,19,1
17632,3,75,1
17633,0,40,1
17634,1,150,1
17635,8,24,1
17636,1,18,1
17637,0,100,1
17638,5,60,1
17639,1,37,1
17640,14,40,1
17641,25,86,1
17642,3,45,1
17643,15,42,1
17644,1,107,1
17645,12,40,1
17646,5,188,1
17647,6,18,1
17648,11,27,1
17649,6,20,1
17650,2,42,1
17651,6,199,1
17652,3,35,1
17653,4,75,1
17654,10,40,1
17655,3,95,1
17656,4,20,1
17657,0,55,1
17658,1,60,1
17659,17,27,1
17660,38,45,1
17661,0,145,1
17662,11,25,1
17663,9,40,1
17664,7,25,1
17665,2,36,1
17666,10,80,1
17667,7,54,1
17668,3,30,1
17669,0,100,1
17670,0,22,1
17671,1,10,1
17672,3,35,1
17673,0,80,1
17674,5,40,1
17675,3,36,1
17676,6,80,1
17677,1,250,1
17678,1,43,1
17679,14,50,1
17680,4,40,1
17681,1,22,1
17682,0,40,1
17683,12,31,1
17684,0,35,1
17685,8,50,1
17686,1,39,1
17687,23,35,1
17688,1,75,1
17689,11,39,1
17690,7,45,1
17691,5,120,1
17692,3,70,1
17693,8,35,1
17694,1,60,1
17695,8,69,1
17696,30,25,1
17697,1,29,1
17698,26,85,1
17699,1,50,1
17700,44,40,1
17701,11,140,1
17702,9,30,1
17703,1,35,1
17704,34,15,1
17705,5,38,1
17706,38,75,1
17707,5,26,1
17708,9,25,1
17709,2,20,1
17710,1,50,1
17711,5,53,1
17712,10,34,1
17713,1,20,1
17714,21,40,1
17715,0,280,1
17716,0,120,1
17717,0,35,1
17718,0,30,1
17719,6,45,1
17720,1,19,1
17721,56,30,1
17722,1,40,1
17723,3,35,1
17724,5,39,1
17725,1,112,1
17726,2,50,1
17727,0,85,1
17728,11,35,1
17729,1,95,1
17730,0,80,1
17731,1,50,1
17732,11,21,1
17733,34,120,1
17734,22,40,1
17735,16,75,1
17736,3,42,1
17737,0,23,1
17738,0,30,1
17739,18,55,1
17740,7,99,1
17741,1,32,1
17742,3,30,1
17743,1,37,1
17744,0,100,1
17745,1,150,1
17746,0,35,1
17747,5,25,1
17748,1,35,1
17749,20,62,1
17750,11,60,1
17751,1,30,1
17752,7,20,1
17753,7,41,1
17754,0,15,1
17755,1,170,1
17756,9,45,1
17757,6,18,1
17758,5,100,1
17759,5,30,1
17760,6,45,1
17761,50,45,1
17762,20,20,1
17763,0,50,1
17764,1,25,1
17765,13,16,1
17766,0,30,1
17767,2,25,1
17768,21,199,1
17769,1,120,1
17770,13,32,1
17771,7,35,1
17772,22,69,1
17773,1,20,1
17774,4,80,1
17775,0,33,1
17776,2,34,1
17777,16,35,1
17778,37,180,1
17779,18,15,1
17780,2,18,1
17781,2,13,1
17782,10,145,1
17783,14,35,1
17784,1,35,1
17785,32,25,1
17786,27,50,1
17787,39,50,1
17788,38,19,1
17789,2,75,1
17790,32,45,1
17791,3,18,1
17792,4,32,1
17793,1,60,1
17794,4,69,1
17795,2,30,1
17796,14,80,1
17797,2,14,1
17798,1,16,1
17799,43,30,1
17800,3,30,1
17801,3,35,1
17802,9,89,1
17803,28,35,1
17804,1,75,1
17805,1,20,1
17806,33,224,1
17807,12,100,1
17808,2,80,1
17809,2,304,1
17810,17,96,1
17811,0,45,1
17812,2,70,1
17813,6,45,1
17814,0,69,1
17815,2,30,1
17816,6,20,1
17817,2,49,1
17818,9,27,1
17819,6,50,1
17820,4,30,1
17821,1,22,1
17822,5,49,1
17823,3,75,1
17824,39,20,1
17825,31,19,1
17826,2,29,1
17827,0,150,1
17828,0,60,1
17829,7,30,1
17830,2,27,1
17831,10,45,1
17832,10,37,1
17833,34,100,1
17834,9,60,1
17835,1,33,1
17836,0,120,1
17837,6,69,1
17838,11,49,1
17839,3,28,1
17840,0,20,1
17841,1,80,1
17842,1,75,1
17843,22,45,1
17844,3,110,1
17845,7,27,1
17846,1,21,1
17847,13,63,1
17848,13,20,1
17849,10,48,1
17850,15,70,1
17851,0,120,1
17852,41,45,1
17853,5,42,1
17854,0,25,1
17855,8,25,1
17856,1,69,1
17857,1,40,1
17858,0,35,1
17859,21,90,1
17860,8,50,1
17861,15,47,1
17862,3,38,1
17863,9,35,1
17864,13,28,1
17865,2,19,1
17866,17,40,1
17867,11,29,1
17868,3,50,1
17869,5,50,1
17870,4,85,1
17871,0,170,1
17872,3,45,1
17873,1,65,1
17874,23,50,1
17875,30,89,1
17876,4,30,1
17877,1,25,1
17878,5,39,1
17879,5,22,1
17880,0,30,1
17881,43,42,1
17882,2,20,1
17883,1,27,1
17884,2,59,1
17885,2,39,1
17886,0,75,1
17887,1,35,1
17888,14,100,1
17889,6,19,1
17890,16,55,1
17891,1,100,1
17892,2,50,1
17893,0,66,1
17894,2,110,1
17895,3,39,1
17896,5,45,1
17897,6,35,1
17898,4,18,1
17899,1,22,1
17900,0,26,1
17901,0,13,1
17902,9,33,1
17903,9,129,1
17904,4,26,1
17905,2,22,1
17906,33,55,1
17907,5,43,1
17908,1,84,1
17909,1,50,1
17910,3,53,1
17911,11,59,1
17912,17,45,1
17913,9,40,1
17914,34,29,1
17915,1,135,1
17916,1,25,1
17917,1,33,1
17918,50,74,1
17919,11,42,1
17920,8,90,1
17921,2,38,1
17922,0,25,1
17923,15,22,1
17924,7,70,1
17925,0,80,1
17926,1,120,1
17927,10,190,1
17928,32,44,1
17929,2,31,1
17930,4,80,1
17931,2,20,1
17932,0,25,1
17933,2,15,1
17934,7,110,1
17935,27,27,1
17936,7,35,1
17937,5,30,1
17938,12,80,1
17939,16,25,1
17940,4,55,1
17941,0,50,1
17942,0,60,1
17943,28,199,1
17944,11,39,1
17945,0,60,1
17946,9,30,1
17947,3,19,1
17948,1,22,1
17949,3,27,1
17950,0,25,1
17951,2,20,1
17952,0,99,1
17953,1,42,1
17954,0,21,1
17955,6,59,1
17956,1,80,1
17957,4,20,1
17958,1,20,1
17959,7,20,1
17960,21,53,1
17961,21,49,1
17962,8,24,1
17963,9,32,1
17964,33,38,1
17965,0,40,1
17966,51,79,1
17967,24,45,1
17968,6,75,1
17969,4,27,1
17970,3,49,1
17971,9,35,1
17972,7,95,1
17973,2,32,1
17974,2,70,1
17975,0,40,1
17976,7,20,1
17977,3,69,1
17978,25,25,1
17979,10,50,1
17980,1,21,1
17981,0,40,1
17982,3,55,1
17983,0,34,1
17984,3,55,1
17985,1,13,1
17986,2,109,1
17987,1,36,1
